IdPA,IdRapp,DifferenceUploadDay,NomUnite,NomPrestataire,NomAuditeurDB,TotalAuditeur,EXIGENCES,DCOTES,CONSTATSDAUDIT,ACTIONFOURNISSEUR,DELAI,AVISAUDITEUR,AUDITEURPA
260,260.0,12,VP Fournisseur 139,Visi office 4,VP Auditeur 6,449,respect du plan de contrôle sur les matières premières,b,"les résultats d'analyse des paramètres à rechercher par décade dans le lait de chèvre : cellules, immunoglobuline, lipolyse ne sont pas disponibles sur le site.",révision du cahier des charges pour retirer ces analyses qui ne présentent pas d'intérêt pour la fromagerie (seulement pour la collecte),Septembre 2017,approuvé,VP Auditeur 6
261,261.0,12,VP Fournisseur 139,Visi office 4,VP Auditeur 6,449,contrôle de poids des produits finis : pertinence des règles d'échantillonnage et conformité des résultats.,b,"sur le lot 17146 du 26/05/2017 audité, comprenant 495 pièces, il a été effectué 30 pesées (comme indiqué dans la procédure pour un lot inférieur à 500 pièces), mais il a été consigné que les contrôles de poids ont porté sur 50 pièces sur le document d'enregistrement.",rappel de consigne à l'encadrement de l'atelier emballage afin qu'ils soient plus rigoureux dans l'enregistrement des données oral et sous forme d'affichage au bureau,23/06/17,approuvé,VP Auditeur 6
262,262.0,12,VP Fournisseur 139,Visi office 4,VP Auditeur 6,449,etat de propreté apparente le jour de l'audit,c,présence d'une épaisse couche de poussière sur les grilles de ventilateurs de l'évaporateur situé au-dessus de la chaîne de conditionnement (présence de produits nus).,nettoyage approfondis des ventilateurs de l'évaporateur et respect des fréquences de nettoyage,28/06/17,approuvé,VP Auditeur 6
263,263.0,12,VP Fournisseur 139,Visi office 4,VP Auditeur 6,449,documentaire,b,"sur les documents d'enregistrement du nettoyage ""tunnel"", ""nep"", ""armoire"", il est fait état de l'utilisation du produit ""p3 aquanta oxi"" qui n'est plus utilisé. le produit en place est le vr22-10.",mise à jour des enregistrements avec les bons produits de nettoyage.,16/06/17,approuvé,VP Auditeur 6
264,264.0,12,VP Fournisseur 139,Visi office 4,VP Auditeur 6,449,documentaire,b,"sur les documents d'enregistrment du nettoyage ""tunnel"", les valeurs cibles de pression de lavage et de conductivité sont erronées. depuis l'utilisation du vr22-10, les valeurs de conductivité ne correspondent pas aux valeurs cibles.",mise à jour des enregistrements avec les cibles correspondant au nouveau produit.,16/06/17,approuvé,VP Auditeur 6
265,265.0,12,VP Fournisseur 139,Visi office 4,VP Auditeur 6,449,infrastructure,c,présence importante de rouille et de peinture écaillée sur la porte séparant l'atelier emballage (présence de produits nus) de la réserve emballage.,reprise de peinture sur la porte et renfort sur les zones présentant des risques de choc avec les chariots pour éviter une nouvelle déterioration.,20/06/17,approuvé,VP Auditeur 6
331,331.0,1,VP Fournisseur 108,Visi office 4,VP Auditeur 7,449,maîtrise de l'homogénéité des productions : observations techniques sur ligne et dégustation des produits à des dates différentes.,b,ecart : les tests organoleptiques sont notamment réalisés à dluo de manière aléatoire. absence d'un planning de dégustation prévisionnel à dluo couvrant toutes les recettes.,création d'un planning annuel afin de de tester toutes les recettes actives sur une année.//(ancienne action 06/07/2017 ) mis en place d'un planning annuel afin de de tester toutes les recettes actives sur une année.,immédiat,approuvé,VP Auditeur 7
332,332.0,1,VP Fournisseur 108,Visi office 4,VP Auditeur 7,449,"contrôle interne quotidien du petit matériel de mesure (oxymètre, analyseurs de gaz, c/p, réfractomètres, ph mètre…) et contrôle du matériel de mesure en ligne",b,ecart : la balance de pesée n°11 sous métrologie légale n'est pas parfaitement stable (vérification de la bulle de centrage).,modification de la consigne et rappel sur l'enregistrement de contrôle du poids,immédiat,approuvé,VP Auditeur 7
333,333.0,1,VP Fournisseur 108,Visi office 4,VP Auditeur 7,449,dlc ou ddm validées conformes au cdc (incluant une marge de dlc technique ou justification dans le cas où il n'y aurait pas de marge),c,"ecart : le test de validation de la durée de vie des palmiers olives date de 2012. il présente des incohérences dans les dates des tests organoleptiques réalisés tous les mois. l'enregistrement de l'étude indique que le test à été réalisé sur 12 mois. en réalité, il a été conduit sur 9 mois.",le test de validation de la dluo vont être refait immédiatement. et seront terminés en fev 2018 pour les escargots et mars 2018 pour les palmiers,03/2018,approuvé,VP Auditeur 7
334,334.0,1,VP Fournisseur 108,Visi office 4,VP Auditeur 7,449,autres commentaires 1,b,absence de la fiche technique des escargots au poste de contrôle qualité.,ajout de la dernière version au poste de contrôle.,immédiat,approuvé,VP Auditeur 7
335,335.0,1,VP Fournisseur 108,Visi office 4,VP Auditeur 7,449,autres commentaires 2,b,le fichier excel de saisie des données des pesées n'est pas protégé contre les erreurs de manipulation. veillez à protéger certaines cellules.,"verrouillage des cellules par code secret. après le 04/08 mise en place d'une trieuse sous métrologie légale, ce fichier sera alors obsolète.",immédiat,approuvé,VP Auditeur 7
336,336.0,1,VP Fournisseur 108,Visi office 4,VP Auditeur 7,449,autres commentaires 3,b,la douche des vestiaires des hommes est vétuste (murs). présence d'humidité.,intervention planifié avec le responsable maintenance pour la semaine 32 ou 32. (fermeture du site),1 mois,approuvé,VP Auditeur 7
5,5.0,9,VP Fournisseur 26,Visi office 4,VP Auditeur 7,449,"respect du plan d'actions de l'audit / visite monoprix précédent : prise en compte des écarts en lien avec la sécurité, la qualité, la légalité et le respect du cdc monoprix. ""a"" si 100% des écarts concernés sont soldés, ""b"" si entre 70 et 100% soldés, ""c"" si entre 20 et 70% soldés, ""d"" si entre 0 et 20% soldés.",b,ecart : le contrôle organoleptique à 12 mois n'est pas toujours réalisé.,un contrôle organoleptique sur un comté de 12 mois sera réalisé à chaque dégustation.,2 mois,approuvé,VP Auditeur 7
6,6.0,9,VP Fournisseur 26,Visi office 4,VP Auditeur 7,449,contrôle de poids des produits finis : pertinence des règles d'échantillonnage et conformité des résultats.,b,ecart : le contrôle du poids des emballages est réalisé sur une balance dont la résolution est de 100g à 15kg pour un poids moyen de l'emballage de 8g.,le contrôles des emballages sera réalisé sur une balance adaptée.,3 mois,approuvé,VP Auditeur 7
7,7.0,9,VP Fournisseur 26,Visi office 4,VP Auditeur 7,449,dlc ou ddm validées conformes au cdc (incluant une marge de dlc technique ou justification dans le cas où il n'y aurait pas de marge),b,ecart : le cdc indique une rupture de la chaine du froid durant 24h à 20°c au lieu de 2h à 20°c.,"lors de la prochaine validation de dluo, la rupture de la chaine du froid se fera pendant 24h et non 2h.",1 an ,approuvé,VP Auditeur 7
9,9.0,9,VP Fournisseur 26,Visi office 4,VP Auditeur 7,449,eléments majeurs / critiques identifiés 1,b,ecart : anomalie de température sur la sonde de contrôle en atelier de découpe et d'expédition. absence de formalisation d'une fiche de nc. absence de mise en place d'un contrôle manuel de substitution.,la température du quai d'expédition était conforme. le prpo est sur cette zone. la température de l'atelier de découpe a une tolérance à 10°c. pas de fiche de non conformité ouverte car la température de 10°c n'est pas dépassé pendant plus de 20 mins (déclenchement de l'alarme),immédiat,approuvé,VP Auditeur 7
485,485.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,le système de traçabilité est-il testé au moins une fois par an ? le système est-il mis à jour si nécesssaire et les enregistrements maintenus ?,b,le système de traçabilité est testé plusieurs fois par an. absence d'une conclusion pour les tests réalisés.,la liste des documents à prévoir pour obtenir une traçabilité complète a été créée. un encart réservé à la conclusion a été ajouté,31/08/17,approuvé,VP Auditeur 7
486,486.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,"les responsabilités concernant la sécurité, la légalité et la qualité des aliments sont-elles documentées, clairement définies, disponibles et communiquées au personnel ?",b,"présence de fiches de postes pour les fonctions clés. vu celles de la maintenance, de la qualité et du responsable production. certaines sont en cours de révision dans la nouvelle nomenclature. 12 sur 28 sont achevées.",la nouvelle classification est en cours de mise à jour.,31/10/17,approuvé,VP Auditeur 7
488,488.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,"lorsque des appareils de mesure et de surveillance sont hors des limites spécifiées, des actions sont-elles prises et enregistrées ?",c,le logiciel de suivi des températures des espaces à ambiance dirigée (oceasoft) dysfcontionne. température indiquée pour les caves 12 et 16 : -999°c. perte de liaison radio. un contrôle journalier manuel est réalisé mais absence de surveillance le dimanche.,"le dimanche n'étant pas un jour travaillé hors saison, la température des caves ne sera pas relevée sauf nc ou incident.",31/08/17,approuvé,VP Auditeur 7
489,489.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,"etalonnage légal annuel de la balance de contrôle des produits finis et contrôles intermédiaires internes au moins mensuels. dans le cas où les balances sont utilisées pour le contrôle individuel du dosage des produits, la balance doit être contrôlée quodidiennement.",c,métrologie légale annuelle de la balance de pesée en continue des produits finis. absence d'une vérification mensuelle intermédiaire à l'aide d'une masse étalon.,etude en cours pour mise en place suivi mensuel des balances,30/09/17,approuvé,VP Auditeur 7
490,490.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,tout le personnel concerné a-il reçu une formation de recyclage ?,b,la formation de certains opérateurs date de 2013. elle doit être renouvelée (recyclage).,recyclage en cours,31/12/17,approuvé,VP Auditeur 7
491,491.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,un programme documenté de formation du personnel est-il en place et appliqué de manière efficace et inclut des recyclages (mise à jour et réccurence) ?,b,présence d'un programme de formation sur fichier power point. la dernière session date du 20/07/2017. une évaluation sur 10 est conduite en fin de formation. la formation de certains opérateurs date de 2013. elle doit être renouvelée (recyclage).,recyclage en cours,31/12/17,approuvé,VP Auditeur 7
492,492.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,le contrôle des processus externalisés qui impactent la sécurité et la qualité est-il assuré ? le contrôle de tels processus externalisés est-il identifié et documenté au sein du système de qualité et sécurité des aliments ?,b,la collecte du lait est externalisée à la société cleyet merle. le contrat signé date de juillet 2013. la fruitière de domessin réalise un suivi annuel de la collecte. absence de contrat signé avec le fournisseur de transport tft (navette entre les sites de domessin et panissage).,entretien prévu avec tft pour contractualisation de la prestation,30/09/17,approuvé,VP Auditeur 7
493,493.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,un programme documenté de validation des fournisseurs est-il en place et appliqué de manière efficace ?,b,"les 7 producteurs de lait lr sont visités 1/an par le responsable de la collecte du lait de la fruitière: charte d'élevage, exigences du lr et plan d'alimentation. l'organisme certificateur certipaq réalise également 4 visites/an. absence de surveillance formalisée du fournisseur de transport tft.",audit du prestataire à prévoir,30/06/18,approuvé,VP Auditeur 7
494,494.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,"les exigences sur l’hygiène du personnel sont-elles en place et applicables à tout le personnel, aux sous-traitants et aux visiteurs ?",b,absence d'une consigne d'hygiène au sas hygiène du site de domessin. le passage par le lave-bottes n'est pas asservi.,mise en place de l'instruction pour les personnes portant des bottes,31/08/17,approuvé,VP Auditeur 7
495,495.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,analyse de risque existante et pertinente sur l'utilisation de vaisselle cassable en salle de pause (par exemple gestion des tenues et chaussures),b,présence de vaiselle cassable en salle de pause de domessin (tasses). l'audit infrastructure doit prendre en compte la salle de pause/réfectoire.,mise à jour des audits hygiène et corps étrangers,30/09/2017,approuvé,VP Auditeur 7
496,496.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,"les bâtiments sont-ils situés, conçus, construits et entretenus de manière à assurer la sécurité, la légalité et la qualité des produits ?",c,le bâtiment de domessin est ancien. plusieurs zones de vétusté sont notées. vétusté du plafond et des structures en zone de réception du lait et de pasteurisation.,demande d'investissements prévue pour 2018,30/09/17,approuvé,VP Auditeur 7
497,497.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,les sols et les alentours de l’usine sont-ils entretenus et maintenus exempts de déchets et d’accumulation de détritus ?,c,présence de travaux aux alentours du site de panissage. présence de gravats (zone fumoir). présence de très nombreux bidons vides de chlorure de calcium en vrac au sol à côté du local maintenance de domessin.,bidons vont être débarrassés la zone autour du fumoir sera nettoyée lorsque les travaux seront terminés.,30/09/17,approuvé,VP Auditeur 7
498,498.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,"des procédures documentées de nettoyage et de désinfection, incluant des activités de vérification, sont-elles en place et efficaces, pour assurer la propreté des installations de l’usine, des outils et des équipements ?",b,présence d'un plan de nettoyage documenté pour l'ensemble du site. présence d'un plan de prélèvements de surface coli 30°c et listeria. le prélèvement non satisfaisant (coli 30°) du 30/05/17 sur le rateau de la ligne de tranchage a été refait le 20/06/17 alors que la procédure prévoit une vérification la semaine suivante.,"sensibilisation du personnel aux prélèvements. réorganisation du service qse, arrivée d'une animatrice qse qui a pour mission la surveillance des résultats bactério et l'alerte des responsables de production",31/08/17,approuvé,VP Auditeur 7
499,499.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,"des barrières physiques ou des procédures efficaces sont-elles en place pour réduire et éviter le risque potentiel de toute contamination physique, chimique ou microbiologique ?",b,le contrôle de la soudure des uvc est réalisé ponctuellement à l'aide d'une cloche à vide. le contrôle n'est pas formalisé (fréquence et enregistrement).,le contrôle par la cloche est ponctuel et n'a pas pour vocation de durer dans le temps. le contrôle reste l'oxymètre et est réalisé toutes les heures au tranchage par les conducteurs de ligne. le prochain contrôle par la cloche sera cependant formalisé,31/08/17,approuvé,VP Auditeur 7
500,500.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,"présence d'une procédure de gestion des bris de verre documentée et connue par le personnel : la procédure doit prévoir à minima l'inspection ou si besoin le remplacement des tenues de travail, le nettoyage des chaussures, l'isolement de la zone de casse, l'enregistrement de l'incident.",b,présence d'un audit interne bimestriel relatif à l'hygiène et corps étrangers (e153 de février 2015) réalisé sur les site de domessin et panissage. la partie corps étrangers est à finaliser pour le site de domessin.,mise à jour des audits corps étrangers et hygiène prévue,30/09/17,approuvé,VP Auditeur 7
501,501.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,un programme de lutte contre les nuisibles efficace est-il en place ?,c,présence de nombreuses mouches en fabrication et moulage sur le site de domessin.,sensibilisation du personnel à la fermeture des portes et autres accès. passage du prestataire de dératisation le 14/09/17,14/09/17,approuvé,VP Auditeur 7
502,502.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,"les moyens de maîtrise sont-ils appropriés par rapport aux produits, aux matières premières et aux installations ?",b,absence de moustiquaires aux fenêtres des vestiaires. certaines fenêtres sont ouvertes.,prévu aux investissements 2018,30/09/17,approuvé,VP Auditeur 7
503,503.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,des vestiaires sont-ils prévus pour le personnel ?,b,présence de balais dans les douches des vestiaires dames (site de panissage). absence de plans inclinés sur les casiers vestiaires des dames (site de domessin).,les plans inclinés ont été ajoutés à domessin. l'entreprise réalisant les nettoyages a été sensibilisée pour ne plus stocker les balais dans la douche des femmes à panissage,30/09/17,approuvé,VP Auditeur 7
504,504.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,"les toilettes sont-elle prévues, opérationnelles, accessibles et séparées de manière adéquate des zones de transformation/manipulation des aliments?",b,vétusté du plafond des toilettes des dames à panissage.,prévu aux investissements 2018,30/09/17,approuvé,VP Auditeur 7
505,505.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,existe-t-il des procédures documentées de maintenance et d’hygiène pour les véhicules et pour les équipements utilisés pour le chargement et le déchargement ? sont-elles mises en place de manière efficace ?,b,la collecte du lait est externalisée à la société cleyet merle. la fruitière de domessin réalise un suivi annuel de la collecte. absence du contrôle formalisé des opérations de nettoyage désinfection de la citerne.,mise à jour de l'enregistrement,04/09/17,approuvé,VP Auditeur 7
506,506.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,une procédure documentée pour l’hygiène et l’autorisation des activités de maintenance est-elle en place ?,b,"absence d'une instruction hygiène formalisée pour les opérateurs de maintenance (tenue, etc.).",l'instruction existe mais pas trouvée le jour de l'audit.,28/07/17,approuvé,VP Auditeur 7
507,507.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,l'analyse des dangers a-t-elle été conduite par une équipe compétente ?,b,equipe dédiée et formée. la responsable qse est en poste depuis fin 2016. une mise à jour est nécessaire (sandra bauer n'est plus en poste).,liste à mettre à jour,30/09/17,approuvé,VP Auditeur 7
508,508.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,la société a-t-elle mis en place des mesures de maîtrise spécifiques pour toutes les étapes pertinentes non identifiées comme étant des ccp ?,c,"certaines étapes pertinentes du process (filtration au dépotage et filtration cuve, saumurage) ne sont pas pris en compte de manière détaillée dans l'étude haccp.",haccp à mettre à jour : filtres à passer en prpo et suivi corps étrangers au conditionnement des produits entiers à supprimer car peu pertinent,30/09/17,approuvé,VP Auditeur 7
509,509.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,les étapes du procédé de fabrication vulnérables par rapport à une altération intentionnelle/contamination intentionnelle ont-elles été identifiées ? sont-elles soumises à un contrôle d’accès supplémentaire ?,b,le site n'est pas clos du côté du champs de maïs.,prévu aux investissements 2018,30/09/17,approuvé,VP Auditeur 7
510,510.0,12,VP Fournisseur 413,Visi office 4,VP Auditeur 7,449,sécurisation efficace des accès aux zones de fabrication et de stockage,b,la porte d'accès du personnel à l'usine n'est pas asservie. un dispositif devrait être en place d'ici début aout.,le système de badges est fonctionnel à panissage,14/08/17,approuvé,VP Auditeur 7
212,212.0,0,VP Fournisseur 133,Visi office 2,VP Auditeur 11,449,respect du plan de contrôle sur les matières premières,b,"certains détails du cdc concernant les contrôles réalisés sur la mp crème ne sont pas en accord avec la réalité (pas de contrôle du taux de foisonnement ni staphylocoque à chaque réception). la saisie du plan de contrôles mp devrait être rigoureusement identique aux analyses réalisées. de plus, les analyses annuelles pesticides, dioxines et pcb réalisées par le fournisseur sur cette même mp ne sont pas disponibles. a récupérer auprès du fournisseur.",revue du cdc et des spécifications notamment pour les nouveaux produits en cours de développement.,Fin septembre 2017,approuvé,VP Auditeur 11
213,213.0,0,VP Fournisseur 133,Visi office 2,VP Auditeur 11,449,respect du plan de contrôle sur les produits finis,b,"le seul écart relevé concerne le contrôle des dimensions du produit fini, qui n'est pas réalisé alors qu'il est prévu 1 fois / chariot. ce contrôle pourrait être revu dans le cdc car les produits sont montés dans un moule. leurs dimensions ne sont donc pas variables.",revue du cdc et des spécifications: contrôle du dimensionnel du moule à réception.,Fin septembre 2017,approuvé,VP Auditeur 11
214,214.0,0,VP Fournisseur 133,Visi office 2,VP Auditeur 11,449,contrôle de poids des produits finis : pertinence des règles d'échantillonnage et conformité des résultats.,c,"la consigne est de peser 5 uvc / 15 min. dans les faits, les enregistrement observés sur ligne le jour de l'audit étaient satisfaisants, mais pas les enregistrements consultés dans le cadre du test de traçabilité. de nombreuses mesures pondérales étaient manquantes. les consignes de contrôles pondéraux (nombre de pesées et fréquence) doivent systématiquement être respectées au risque de valider un lot dont les caractéristiques pondérales ne seraient pas conformes à la règlementation. de plus, la feuille d'enregistrement prévoit de déclencher des actions correctives en cas de sous-poids et de sur-poids. or en pratique, les produits sont systématiquement en sur-poids (surdosage lié aux marges prises sur chaque partie du produit) et aucune action corrective n'est engagée. sur ce point, le document devrait être revu afin d'assurer une cohérence entre consignes et réalité.",rappel et sensibilisation du personnel au respect des consignes de contrôles et des instructions en place. révision du formulaire de contrôle des poids avec détail des actions en cas de déviation//(ancienne action 27/06/2017 ) rappel et sensibilisation du personnel au respect des consignes de contrôles et des instructions en place.,immédiat,approuvé,VP Auditeur 11
215,215.0,0,VP Fournisseur 133,Visi office 2,VP Auditeur 11,449,"présence d'une procédure de gestion des bris de verre documentée et connue par le personnel : la procédure doit prévoir à minima l'inspection ou si besoin le remplacement des tenues de travail, le nettoyage des chaussures, l'isolement de la zone de casse, l'enregistrement de l'incident.",c,"la procédure bris de verre et plastique durs existe, est complète et affichée à disposition du personnel. cependant, le chef d'équipe interrogé ne connaissait pas suffisamment cette procédure. prévoir un rappel des consignes à suivre en cas d'incident de bris.",rappel des consignes et sensibilisation des chefs de ligne,immédiat,approuvé,VP Auditeur 11
216,216.0,0,VP Fournisseur 133,Visi office 2,VP Auditeur 11,449,etat de propreté apparente le jour de l'audit,b,"les écarts relevés sont les suivants : - atelier pâtisserie 1 (atelier historique) : la vétusteté est plus visible dans cet atelier, le carrelage se casse par endroits au sol et les plinthes sont abîmées. pas de risque immédiat pour les produits, mais les actions de réparation doivent être poursuivies. - atelier pâtisserie 2 (nouvel atelier) : dans le local crèmerie, le carter d'un moteur était ouvert. l'intérieur très sale était accessible et à proximité du produit présent dans l'étuve. les machines doivent toujours être correctement fermées lors qu'une production est en cours. - accès vestaires / production : la poignée de la porte était cassée et la fermeture automatique désactivée. pas de risque d'intrusion à ce niveau (portes sécurisées en amont), mais risque de contamination entre la zone ""sale"" (tenues civiles) et la zone de production. a réparer immédiatement.","1-intervention maintenance sur fermeture des carters 2-intervention maintenance, réfection de la porte sas personnel 3-réfection des sols selon plan de maintenance et d'investissement 21017",Immédiat (1et 2) - Décembre 2017(3),approuvé,VP Auditeur 11
217,217.0,0,VP Fournisseur 133,Visi office 2,VP Auditeur 11,449,respect du plan de contrôle en cours de fabrication,b,"le seul écart relevé concerne les contrôles poids et dimensions du biscuit (semi-fini) : le cdc prévoit un contrôle chaque 30 min, mais il n'est prévu en interne qu'une fois / heure. les fréquences de contrôles renseignées au cdc doivent être strictement identiques à ce qui est prévu et réalisé en production.",revue des cdc et spécifications notamment pour les nouveaux produits en cours de développement//(ancienne action 27/06/2017 ) revu des cdc et spécifications notamment pour les nouveaux produits en cours de développement,Fin septembre 2017,approuvé,VP Auditeur 11
668,668.0,0,VP Fournisseur 319,Visi office 2,VP Auditeur 11,449,etat de propreté apparente le jour de l'audit,b,"malgré certaines parties des locaux qui sont un peu vieillissantes, l'usine est très bien entretenue. attention cependant, des raclettes entreposées à même le sol ont été vues à plusieurs endroits. un rappel des consignes semble nécessaire.","rappel des consignes aux opérateurs : une fois utilisées, les raclettes doivent être reposées sur leur support//(ancienne action 05/09/2017 ) rappel des consignes aux opérateurs : une fois utilisées, les raclettes doivent êtr reposées sur leur support",Immédiat,approuvé,VP Auditeur 11
669,669.0,0,VP Fournisseur 319,Visi office 2,VP Auditeur 11,449,respect du plan de contrôle en cours de fabrication,b,"le contrôle du poids des saucisses avant et après grillage n'est pas réalisé conformément à ce qui est prévu au cdc. le cdc prévoit 10 pesées toutes les 2 mêlées, or les 10 pesées ne sont réalisées que toutes les 3 mêlées depuis que les mêlées sont passées de 200 à 150kg. de plus, parmi les enregistrements consultés, les pesées d'une mêlée n'ont pas été réalisées après grillage.",rappel des consignes aux opérateurs de la charcuterie : les pesées doivent être réalisées toutes les 2 mêlées+ pesées de tous les échantillons prélevés après grillage.,Immediat,approuvé,VP Auditeur 11
248,248.0,2,VP Fournisseur 11,Visi office 2,VP Auditeur 11,449,"correspondance des spécifications des matières premières avec le cdc monoprix (fournisseurs, origines, nature, attestations non allergènes, non ogm, non ionisées)",b,"dans le cadre de l'exercice de traçabilité (réalisé sur la saucisse de montbéliard, lot n° 2 7 040 007, dlc au 16/04/2017), de la viande de porc du fournisseur socopa a été retrouvée. ce fournisseur fait partie des fournisseurs référencés indiqués dans le cdc, mais l'estampille sanitaire du site qui a livré la viande n'est pas prévue au cdc.",mise à jour de la liste des fournisseurs sur cdc to demande révision du cdc faite le 230617 mail avec liste des points à mettre à jour envoyé le 28/08/17//(ancienne action 28/08/2017 ) mise à jour de la liste des fournisseurs sur cdc to demande révision du cdc faite le 230617,12/2017,approuvé,VP Auditeur 11
249,249.0,2,VP Fournisseur 11,Visi office 2,VP Auditeur 11,449,coordonnées de gestion des alertes monoprix à jour et disponibles facilement,c,"coordonnées de monoprix disponibles, mais pas à jour sur les coordonnées de gestion de crise. n° ligne rouge et adresse e-mail de la direction qualité monoprix absents du tableau des contacts d'urgence des différents clients. a mettre à jour immédiatement.",mise à jour de la liste des contact de gestion de crise,Fait,approuvé,VP Auditeur 11
250,250.0,2,VP Fournisseur 11,Visi office 2,VP Auditeur 11,449,"respect du plan d'actions de l'audit / visite monoprix précédent : prise en compte des écarts en lien avec la sécurité, la qualité, la légalité et le respect du cdc monoprix. ""a"" si 100% des écarts concernés sont soldés, ""b"" si entre 70 et 100% soldés, ""c"" si entre 20 et 70% soldés, ""d"" si entre 0 et 20% soldés.",b,"un écart sur 3 n'a pas été soldé : - l'eau ajoutée dans la recette n'est pas de l'eau mais de la glace, cela n'est pas spécifié dans le cdc. depuis la dernière visite, il n'y a eu d'occasion de mettre à jour les cdc mais l'entreprise n'a pas non plus pris contact avec le client pour soulever ce point et demander une mise à jour.",demande de maj du cdc auprès de monoprix et maj sous trace one demande révision du cdc faite le 230617 demande maj recette sous to faite le 280817//(ancienne action 28/08/2017 ) demande de maj du cdc auprès de monoprix et maj sous trace one demande révision du cdc faite le 230617,12/2017,approuvé,VP Auditeur 11
251,251.0,2,VP Fournisseur 11,Visi office 2,VP Auditeur 11,449,analyse de risque existante et pertinente sur l'utilisation de vaisselle cassable en salle de pause (par exemple gestion des tenues et chaussures),d,"aucune analyse de risque effectuée, tenue de travail complète conservée en salle de pause et pas d'interdit. a réaliser.",réalisation d'une analyse de risque sur l'utilisation de la vaisselle en salle de pause,Fait,approuvé,VP Auditeur 11
252,252.0,2,VP Fournisseur 11,Visi office 2,VP Auditeur 11,449,"présence d'une procédure de gestion des bris de verre documentée et connue par le personnel : la procédure doit prévoir à minima l'inspection ou si besoin le remplacement des tenues de travail, le nettoyage des chaussures, l'isolement de la zone de casse, l'enregistrement de l'incident.",b,l'inspection des tenues de travail et leur remplacement si nécessaire doivent être détaillés dans la procédure existante. profiter de la mise à jour en cours pour intégrer ce paramètre.,intégration dans la maj de l'instruction,07/2017,approuvé,VP Auditeur 11
253,253.0,2,VP Fournisseur 11,Visi office 2,VP Auditeur 11,449,présence de matériel de balayage spécifique pour les bris de verre,b,"il est prévu de nettoyer le matériel (raclettes, pelles,…), ou de le remplacer si besoin après usage en cas de bris de verre ou plastique dur. il faut ajouter cette précision dans la procédure bris de verre et plastique dur.",intégration de cette remarque dans la maj de l'instruction,07/2017,approuvé,VP Auditeur 11
254,254.0,2,VP Fournisseur 11,Visi office 2,VP Auditeur 11,449,retrait de la tenue de travail pendant les pauses (à minima le haut de la tenue ou protection par une sur-blouse),b,"la tenue complète (combinaison) est conservée durant les pauses. une analyse de risques a été réalisée sur les risques microbiologiques et allergènes, avec notamment des prélèvements réalisés sur les tenues pour analyses microbiologiques. malgré cela, le haut de la tenue devrait être au moins protégé par une surblouse, s'il ne peut pas être enlevé. il est prévu de remplacer les combinaisons par des pantalons + veste.",mise en place nouveau vêtement comprenant une veste et un pantalon,12/2017,approuvé,VP Auditeur 11
255,255.0,2,VP Fournisseur 11,Visi office 2,VP Auditeur 11,449,etat de propreté apparente le jour de l'audit,b,"les écarts suivants ont été constatés : - présence d'eau stagnante et de dégradations au sol devant les fumoirs à saucisses de montbéliard - présence de vis posées sur un boîtier au mur au niveau de l'entrée dans les tuyées à saucisses de morteau - présence de quelques réparations provisoires au scotch (sur un tube à la mise sous vide au conditionnement, sur le support à douchette à codes barres au niveau de la pesée des viandes) - la gaine du câble d'arrêt d'urgence du convoyeur de la viande jusqu'au hachoir est abîmée et tombe en morceaux.",- intégration des réparations du sol devant les cellules dans le plan directeur de l'usine - élimination des vis et sensibilisation des opérateurs - consolidation des réparations provisoires - changement du câble d'arrêt d'urgence,2018    Immédiat    06/2017  07/2017,approuvé,VP Auditeur 11
